,parameter,mean,std,median,5.0%,95.0%,n_eff,r_hat
194,alpha_194,-0.10350506205873808,0.4275285175806386,-0.058324539695370436,-0.9795612054429067,0.4532079624143971,16.49529981252024,1.0988268644371293
195,alpha_195,-0.18921017561934636,0.4342539335289274,-0.09308736108670553,-0.9670502583450747,0.4027639146529114,43.758060985212275,1.0472054250697251
196,alpha_196,-0.05977486781737251,0.3398374590370225,-0.025483602862313173,-0.5299781879174662,0.503008310177091,48.28689430877897,1.0441601379070813
197,alpha_197,-0.006112883286774659,0.3841070174373832,0.0032787985241481236,-0.5899338614681389,0.6063508213620761,4381.631292284946,0.9994507859058664
198,alpha_198,-0.05695280249144064,0.39231175722223754,-0.008179323944812574,-0.6546808018278295,0.6421124419493734,1149.9426758359984,1.0134296035029995
199,alpha_199,-0.10412411714703053,0.4412576516852588,0.03300864893180633,-0.950278034193522,0.3839210156694344,3945.4211479812425,1.0012477173862204
200,alpha_200,-0.15845129621781265,0.4387642933838913,-0.062082794649468566,-1.0005250290407681,0.4001928824423771,29.393864010294333,1.0619496187707198
201,alpha_201,-0.18958418414570596,0.4249903633226297,-0.12350782928676701,-0.9903269496147964,0.4542849304700681,48.048315355327965,1.0427598617321392
202,alpha_202,0.0030847103200070066,0.4118099645466503,0.04231470490322184,-0.6381274335901939,0.7257928098832028,17.012565935075486,1.0960194241055174
203,alpha_203,-0.18811989209924193,0.46251455057262775,-0.1256718771673976,-1.0005742421839954,0.45513746283501094,9.623942965271455,1.1693497090756164
204,alpha_204,-0.173408312602576,0.4561484643969597,-0.1394032896648238,-1.002332912037127,0.5165598146046588,9.192961848183947,1.1763358167365816
205,alpha_205,-0.19434218345290943,0.4300618854238347,-0.10296850174704877,-0.9955233662949057,0.33058035661488067,63.18264475702828,1.0370458087491192
206,alpha_206,-0.19099656313828778,0.47795598679166856,-0.08552543566646563,-1.012979917195039,0.42190411668175887,36.56659111426623,1.0566086940107566
207,alpha_207,0.15512172934685628,0.37855034264777665,0.1645118943742081,-0.4056516968501869,0.7873067968572528,3725.866005921092,1.0004231109335338
208,alpha_208,0.05514186000736979,0.3515864400093137,0.11688805901046204,-0.3105126850577181,0.5977864018783593,410.7016583526006,1.0184372865707927
209,alpha_209,0.02698286986960209,0.46858303088867154,0.13156459509308102,-0.9320248210044013,0.5999079883888018,31.345596173565557,1.0593560765511232
210,alpha_210,-0.15429365977175483,0.340897528129113,-0.13396752765771497,-0.6811318905640603,0.414459630142249,39.12303538181379,1.0500180194411326
211,alpha_211,-0.1574677594284773,0.40814678274887345,-0.10402919693190743,-0.9713141163076668,0.4487069705146099,74.87589943980645,1.0327650633568801
212,alpha_212,-0.04409687416375724,0.48776435308897287,0.07154838611611734,-0.9881875487358296,0.5435437421684015,29.586099311879085,1.0617435258138996
213,alpha_213,0.12060766347449675,0.43586710513157023,0.14167078799227406,-0.5164667083072847,0.844538314685633,24.655649993335125,1.0698016628846452
214,alpha_214,-0.155306816874276,0.47215434096940356,-0.05187689807856842,-1.0054571679112152,0.4503729384473133,25.44731478980761,1.0678267223118771
215,alpha_215,-0.08291148592497977,0.4271862662056189,-0.04520767938249096,-0.7032918945760723,0.7284445213735439,28.58181997583706,1.060978368645946
216,alpha_216,0.022588517316390985,0.501995636598211,0.04704841895593362,-0.7149564133486935,0.9434062563687927,9.272591298217991,1.1731793325734174
217,alpha_217,0.06414859106547735,0.4599256461758659,0.235041921730279,-0.9318504856525778,0.5011248296979218,3035.8585059576785,1.0101502645955562
218,alpha_218,-0.3176568229932069,0.44675382233246985,-0.2362359605168335,-1.0593581304695205,0.33860932589134174,24.22429165705748,1.0719378973999827
219,alpha_219,0.2507632598568202,0.24796569604322816,0.2792066169968256,0.01785827532119248,0.5354445018076931,3813.9799307442086,1.0065848619530848
220,alpha_220,-0.10897680485316033,0.3690217497154259,-0.04827325575443388,-0.9675156686352495,0.33747357363465436,95.22649580782615,1.0313820288261977
221,alpha_221,-0.14165008727860146,0.47321931477632695,-0.09857739076023608,-1.0091584511816365,0.5919428589050817,11.409003988148225,1.1404431286162977
222,alpha_222,0.020857738608492167,0.4973170641246937,0.18844716043244586,-0.9751085516507773,0.5275940742811024,2913.1454664172998,1.0134273650551004
223,alpha_223,-0.14292565191036985,0.4343122793596639,-0.05524110959122516,-1.0074143729683822,0.4378020596296047,128.91036347332485,1.0282322642817197
224,alpha_224,-0.25589720402134675,0.419076165937631,-0.16168101599637186,-1.004461449370815,0.3036387474379959,97.19774950322147,1.0309645550386297
225,alpha_225,0.2255590750241862,0.2094411716116553,0.24316121017385223,-0.002954917333229429,0.5042103015842041,231.97807299930528,1.0202535727815263
226,alpha_226,0.025749804325522985,0.4446892026445637,0.04743161530911953,-0.6542788334295051,0.7745282425323702,15.231172676564755,1.1030658171333458
227,alpha_227,-0.033205772387736934,0.4429727623529062,0.015405937107466374,-0.727693782495842,0.750410465347308,28.57078398204573,1.061762706292354
228,alpha_228,-0.09276640375598512,0.4696173240312794,0.0016600808102788405,-0.9523693393431782,0.5477157286749474,8.044154096168645,1.2078751835752557
229,alpha_229,-0.01991221319843532,0.37645190031381054,0.06885057691262358,-0.9308398499403724,0.38862463842277983,2954.54365353294,1.0057823042874856
230,alpha_230,-0.23057624299151647,0.4190738253224938,-0.13741515451650105,-1.0122828680464058,0.3472530855598104,548.6780859367568,1.0184360097084777
231,alpha_231,-0.14383236834788177,0.4305403355281159,-0.06267971499749964,-0.9891195375556465,0.402703767394888,13.008366686556876,1.1222806045252673
232,alpha_232,-0.20174235937481774,0.47751774740516556,-0.10416535501270517,-1.0092968154796198,0.4455420490892957,17.646238473456854,1.0935269689017093
233,alpha_233,0.10963705731680337,0.3819560147945325,0.1285285445293169,-0.4198966734547548,0.7346237432683348,29.46817925162328,1.061150350183569
234,alpha_234,0.22529630025073194,0.3817601709045835,0.2608187694246426,-0.18121295725979164,0.7937099304014488,1675.4250804181677,1.0133822147493479
235,alpha_235,0.09891825012141986,0.40002332722525713,0.10732923543690749,-0.503389364016956,0.7323981053883661,14.957948709640911,1.1073280731362845
236,alpha_236,-0.15900651838668015,0.48755906121658615,-0.07752488298927611,-1.0190271799217778,0.5465006796744817,14.662922295231844,1.1098124356140395
237,alpha_237,-0.1715244587745714,0.39027345890543164,-0.09496420749385515,-0.9649739948860914,0.32971697509818626,15.7267941119132,1.1007770640624448
238,alpha_238,0.2476270295903695,0.45572702111636004,0.3606549538171273,-0.42703083635566325,0.8687596503431242,4148.874496030992,1.0006398036617092
239,alpha_239,-0.11620961346664085,0.3304404958773867,-0.07663368837294199,-0.4988946076701575,0.4271006521237971,1103.2917520941646,1.0138160349416063
240,alpha_240,0.24049198984224504,0.44141295965590993,0.27199134540126796,-0.34744965960865254,0.9391533030618542,66.57057451647977,1.0358379543922225
241,alpha_241,0.13212588434353342,0.32305865952776786,0.20162143367284563,-0.10767768457387675,0.5039268941728061,528.4163256380441,1.016248178424492
242,alpha_242,0.2500246322330508,0.37319547107589957,0.3289077604255004,-0.026168386376662106,0.6803569157463625,4306.23682408583,0.9999465026020714
243,alpha_243,0.03273765396976244,0.43514796129148503,0.08086037681910732,-0.6071051228675693,0.7797920708346373,85.81558301659884,1.0327774736644153
244,alpha_244,-0.3264013798755042,0.41963926183614003,-0.2893090079495026,-1.0598429847553061,0.323456818749942,6.816037998242605,1.2549694665317994
245,alpha_245,-0.010410528594898591,0.4267442694394574,0.013421922052945363,-0.6885189047392688,0.6657034415770043,22.4084197362707,1.0750233281689299
246,alpha_246,0.22035564320473344,0.4176668167391437,0.23800964682457354,-0.4083081141276618,0.8533169723234485,58.139231743609535,1.037858635062633
247,alpha_247,-0.043993878044111055,0.35537948311353174,-0.011123757374224674,-0.5837444818687699,0.5736285032073368,12.552164295849709,1.1277760926788925
248,alpha_248,0.10266479914382048,0.35511345753984913,0.1138609631107739,-0.36791593102873843,0.6736546857174229,312.2702895146684,1.0199347192648989
249,alpha_249,0.07875436052210888,0.39975427952817333,0.09024228535754049,-0.5512218579929118,0.7236301793235792,4374.9108473503,1.0011149950552778
250,alpha_250,-0.12983080144200576,0.43784872266478103,-0.028276477423069907,-0.9894983418341563,0.40711295158103517,2515.9055466816776,1.0046372823842291
251,alpha_251,-0.05367233216380582,0.4291209332241228,-0.0323915453731122,-0.6811371160124222,0.7043947876074638,20.511245947865632,1.0798876026044602
252,alpha_252,-0.039773099592560014,0.4370887327466511,-0.02414505054949881,-0.6962364130379461,0.712087548551364,12.986391219646586,1.1215656987110263
253,alpha_253,0.0077735032812927705,0.382040862044206,0.02646337843628055,-0.5289965635672778,0.6282536026227074,118.21911204100712,1.0256689754292134
254,alpha_254,0.01845552931018838,0.41996439049026174,0.09058694207163734,-0.8518264409531217,0.5985059754399913,19.560367577195752,1.0835285622742359
255,alpha_255,-0.15377374196460253,0.44523156361496224,-0.06843798405875981,-1.018705284362723,0.4023830426416616,14.672933707288271,1.1092672948391207
256,alpha_256,0.38878030967272886,0.3858025954486227,0.4375086305377421,-0.006994338851453781,0.9083161036733948,38.120568189199204,1.0505987833264911
257,alpha_257,0.044703637024509496,0.3811451664781153,0.09640980615223256,-0.46317110313166965,0.6649012784948723,154.902605587481,1.023548065584348
258,alpha_258,0.15830793745293703,0.37590555801177156,0.23508850650299196,-0.1504829852422156,0.6838312570713877,3366.7402798080675,1.005061075858369
259,alpha_259,0.22356853170373647,0.4449110378546594,0.25544768126188655,-0.4325291945609622,0.9055565037642356,28.245884942353484,1.0627547376771336
260,alpha_260,0.16329247736473276,0.3078246190035467,0.19413172651877875,-0.20263182069912222,0.6366984063286274,74.47768172492022,1.033523073151223
261,alpha_261,0.10795366568672725,0.4021964846000686,0.12577867775197565,-0.4828856239559502,0.7440397394257446,93.20693376941058,1.0291402095106736
262,alpha_262,0.14430053314657906,0.39663809350037493,0.15407840085158225,-0.4318468743516766,0.8055851338249029,4184.689351662544,0.9998800945251304
263,alpha_263,-0.11657275767196845,0.4593829587905576,-0.004924466123994715,-0.9782942281541811,0.45406808320866004,38.16537143039139,1.0540259375429673
264,alpha_264,0.09858144094357145,0.4203798499558249,0.1238972004818679,-0.5052345620298212,0.800989190444614,81.37034633963842,1.0309373613624107
265,alpha_265,0.04001508378537757,0.41201565544449537,0.0680480661773602,-0.4903381925327701,0.7358261114692867,314.53588913053073,1.0188558230246407
266,alpha_266,0.1697973681222196,0.33678701012973083,0.2459084889362667,-0.02606320703053199,0.5527729434696649,3225.2305201183926,1.0048599693418632
267,alpha_267,0.27739902210858075,0.32435730793191847,0.34162552691252224,0.07504825833363908,0.6152384985896532,3708.596190733949,1.0000449054203893
268,alpha_268,0.03539192575031882,0.4397341170826223,0.11176829878467621,-0.9913237690013342,0.5813076408988118,120.35607269529892,1.0305554072800258
269,alpha_269,-0.07348674352647461,0.38029504247913265,-0.05796962739594164,-0.6294343683763379,0.5371056698437271,176.96636516646464,1.0241275409147836
270,alpha_270,-0.21819602052095408,0.4262472329605123,-0.14505365450199106,-1.0479184871280736,0.3744877071877151,220.87494986519408,1.0199585858904474
271,alpha_271,0.15085029574470338,0.5029452093281442,0.18713262369724706,-0.5369297548690144,1.1426881909983064,16.3670945257568,1.098795080478476
272,alpha_272,-0.10846948929395273,0.4332431143955264,-0.03823459661320379,-0.9874270541496188,0.46179869618709873,39.27595516622491,1.0486878860508042
273,alpha_273,0.06745912203161318,0.4032657066300819,0.11038335557437737,-0.5068626674707741,0.6920144235014841,162.46531324249258,1.0223274763022856
274,alpha_274,-0.03555746948081644,0.3879636185678597,0.03631935634570666,-0.9062650492540124,0.4510729012926522,825.6895747141349,1.0158585193605247
275,alpha_275,-0.07278746824592569,0.409978251506086,-0.00952583011270144,-0.9464993172002528,0.47485442105283904,26.483955409475204,1.0648197215111694
276,alpha_276,-0.22490411931663068,0.45708644637325313,-0.1069505729241437,-0.9940720306738775,0.3581522635117305,80.82268848062441,1.0327036230980176
277,alpha_277,-0.17699072232286112,0.4874216809332772,-0.10448280293963289,-1.049573746932633,0.5161813574526783,11.157179946215214,1.1458706026164724
278,alpha_278,0.19341132482484946,0.3843713036350065,0.20541810579815278,-0.3729210322455199,0.818629331424692,4426.269415319009,0.9994766125235235
279,alpha_279,-0.057783563479313974,0.45855612710169324,0.03753037228926623,-0.9928180242800219,0.5184662294107809,271.1292543957416,1.0205186285872605
280,alpha_280,0.08766831737739042,0.4070362348615516,0.11516943957084855,-0.4921809978795859,0.7371820056666027,1161.339724603317,1.011419950422167
281,alpha_281,0.050124182986428026,0.39305458079708333,0.11147411281620158,-0.4818655811646066,0.7673264352131794,45.79090586047456,1.0466236858155058
282,alpha_282,0.15883396828229376,0.4465806867881694,0.1823443719635029,-0.5052290246939855,0.8840399617806628,18.194078442233156,1.089116030857497
283,alpha_283,-0.15890324553778135,0.4730484251693102,-0.0657922694041034,-0.9662498793595009,0.4742569914744325,11.452067995596602,1.1404974546438735
284,alpha_284,0.20434603688003108,0.3383764340932918,0.29623196871212476,-0.1240946830662118,0.6565682524126237,3067.910908410999,1.0103654860988491
285,alpha_285,-0.11816421204778044,0.4098281515155458,-0.03981393327710574,-0.987862729940948,0.3577872883684902,18.79154742507843,1.0893963916381824
286,alpha_286,0.26153825382619156,0.18195191510384395,0.268648860020072,0.015765749363274715,0.5155334358329986,4191.979443623064,1.0006844571524658
287,alpha_287,-0.005254545966191656,0.3884511522997683,0.02440726131984481,-0.5558393568122364,0.6231818226895077,56.03151119854498,1.038084802793127
288,alpha_288,-0.06999323009469392,0.4170228332328927,0.006921670161894558,-0.9698239346957871,0.4544488492994749,40.01578567267152,1.0483537919883879
289,alpha_289,-0.03591980793514942,0.41515382586187793,0.03348968387802004,-0.9427722219212935,0.4833994375977827,44.499694366177536,1.0447139604103126
290,alpha_290,0.009184877982921736,0.4681747615046223,0.07881992540029933,-1.011859156747431,0.605944462086094,67.33810022899617,1.035724689835081
291,alpha_291,-0.10881935707650635,0.3945501389442849,-0.017796918579442003,-0.912650497903312,0.37049643207950006,81.85379778267615,1.0304024465111448
292,alpha_292,-0.18842421837558518,0.4593086004722684,-0.14318295991315627,-0.9955035552631688,0.5606015425482443,13.223044529028705,1.121272407096633
293,alpha_293,-0.09546397593508883,0.4369329480908995,-0.02185797631236782,-1.0394680512644299,0.4642301041783781,38.195673451308636,1.051994521327718
294,alpha_294,0.029641412776889753,0.42218880225281297,0.10628452407397107,-0.9730359866756897,0.5389447684609744,400.1094468202619,1.0196906285598755
295,alpha_295,0.13993228872317445,0.4382043227284102,0.2120360292546261,-0.39710284911048543,0.9104033747757332,852.3477100246682,1.0148950664416196
296,alpha_296,-0.12764330256519513,0.3815922178723026,-0.10206731325264531,-0.662609816545168,0.5447792340172949,619.7543682962722,1.0153882305892696
297,alpha_297,0.1346016844084488,0.3651508841197452,0.16534486636847817,-0.39177168905105725,0.7012132713926539,47.89882677385927,1.042574999680896
298,alpha_298,-0.05343297915090234,0.44856467147819135,0.04726311456313424,-0.9573739776586979,0.5282132944604024,3559.6681186837886,1.00608561950058
299,alpha_299,0.2639532552392874,0.41564653010015423,0.32260260160973186,-0.16142604460944054,0.9011908351921223,91.2120564301197,1.0327741633341665
300,alpha_300,0.3847530279206794,0.3633161222067097,0.40142494866456035,-0.15035824092296327,0.9459201543129352,3753.0374125178455,1.0035169971250986
301,alpha_301,-0.21646386616979846,0.4440207267761553,-0.18095692388926254,-0.9587300554739835,0.5402369025895606,18.394041588365877,1.089649978042704
302,alpha_302,-0.046199368120039726,0.36750932997808416,-0.01827792122194799,-0.6091417682648604,0.5282137961560884,120.33983754507135,1.027670952339594
303,alpha_303,-0.1370764034561044,0.42792054180715344,-0.05980033837593193,-0.9743664620208515,0.4278597376752689,34.844389166177514,1.0573264032066463
304,alpha_304,-0.10790121341839634,0.46571841122898744,-0.035255723348455836,-1.055850452281031,0.5360012454172053,22.15924953789656,1.0755036362980357
305,alpha_305,0.08378724412730344,0.3855298643179875,0.1263685923575714,-0.42639275191266085,0.7028020172127126,37.45635898675943,1.0499418669993144
306,alpha_306,-0.23035840338981867,0.4424114995260698,-0.1450219475258701,-1.037333854615118,0.3675383733887074,26.993167110812553,1.0654475694523908
307,alpha_307,-0.027145714048966856,0.3858263226350217,0.021558118447907473,-0.5403795388510155,0.5703176711108047,28.208750849573576,1.0626529906616546
308,alpha_308,-0.0916323310100306,0.3142308725795336,-0.0811124785303621,-0.600211037951967,0.3967554310563141,4127.254971756743,1.0007811438363077
309,alpha_309,0.009330836750129391,0.42813895356219284,0.10247669040657476,-0.9906107491360475,0.49565636038752126,2361.2792151400795,1.010980844365375
310,alpha_310,-0.05293469814958154,0.4675185890499295,0.020894628784303246,-1.0561571261315605,0.5442608990825669,44.38272462827519,1.0510917408873888
311,alpha_311,-0.0612816156814275,0.4334510974424699,-0.034681274543644613,-0.7186863924461904,0.685112559785399,47.34581286273481,1.0449568065597357
312,alpha_312,-0.25981159560232525,0.40225846984221686,-0.17952696526966444,-0.9869149615060193,0.2855578191091169,30.260852275564698,1.0590377607048587
313,alpha_313,0.13063665711153535,0.5106585518994113,0.19230801440553974,-0.6591483085733039,0.9449418120324559,6.2412119943792,1.2885768607135546
314,alpha_314,-0.2420671816472323,0.4126500028546423,-0.1553528829682423,-0.984459125604936,0.2995399432764815,48.10003616757744,1.0441314119157175
315,alpha_315,-0.06474316482816211,0.3092606289022038,-0.03959505542438921,-0.4949205386687724,0.4036972181009193,34.91585842834768,1.0555827074538728
316,alpha_316,-0.17709667783616967,0.47373508817759813,-0.05812193745428555,-1.0171064951816218,0.4105187490063281,15.38317522500409,1.1032175310803618
317,alpha_317,-0.07513724038667044,0.43438208495113523,0.07418281094563715,-0.9833550824005598,0.35893293672985177,4006.499190447547,1.0049594686610999
318,alpha_318,-0.03206736589226144,0.39077297170129605,0.03499862439389037,-0.9569261349976909,0.46209010361190656,3437.495875752899,1.0085545578390651
319,alpha_319,0.08180825490014043,0.4377293334224892,0.10542985857992662,-0.5581256619137861,0.8124559039324944,13.693287057776772,1.1184331182790717
320,alpha_320,-0.11513351044462315,0.43373806283489186,-0.09515472079435684,-0.7455874298972038,0.6645694331961011,16.114831989836247,1.09730807427209
321,alpha_321,-0.058775451946603705,0.46625092780693705,0.04416176493913654,-0.9907577794151726,0.54402431259874,502.24387197970105,1.0169432915944847
322,alpha_322,0.10936842864664593,0.3816039344239348,0.21681382201116178,-0.470985207448055,0.5883497572812604,3993.0315785445573,0.999916034764518
323,alpha_323,0.052455090471862295,0.47370657604620725,0.04652744580362975,-0.6437351541995588,0.9613891148202249,7.573496573922071,1.2207191785854787
324,alpha_324,-0.09164896455981605,0.5255919161930225,-0.058965501067809845,-1.090243380552309,0.7060337540013193,8.732470849123269,1.196365377320764
325,alpha_325,-0.2896622167106588,0.4547673515255491,-0.1831663538164398,-1.0679094900909716,0.31237563982080435,55.65229796824824,1.0415753379420627
326,alpha_326,-0.08453770516524912,0.4329831029334743,-0.03047198759717084,-0.9956703706198501,0.48421838788908955,15.784428634840868,1.1016773493667016
327,alpha_327,-0.1461980988547751,0.3886931892460688,-0.1304517263561079,-0.7805677227239876,0.4721529620570234,4258.137029874185,1.0008344783631027
328,alpha_328,-0.05917472652468094,0.41686928008886265,0.03541162993644572,-0.9595504750728516,0.43265312411820867,2982.321505537116,1.0081632441606807
329,alpha_329,-0.0983132133772352,0.3860701715474717,-0.009760653282395879,-0.941849938451408,0.3488609605957316,2491.9986562249237,1.008816587253878
330,alpha_330,0.02968091698729712,0.46023799802293636,0.07556758682802,-0.7346428450788753,0.830089377224203,11.25719838001413,1.1424642171648802
331,alpha_331,0.024540318142772983,0.3910121098309533,0.03307622464059162,-0.5705679501354628,0.6761469066444293,4288.844870875148,1.0002236509511235
332,alpha_332,-0.06823221599554499,0.5158427917021069,-0.035092273246631195,-0.999606899497483,0.7391700748796667,7.7692006462728855,1.2152456778779315
333,alpha_333,0.018211348117387224,0.46898890986361363,0.09866134515258528,-0.9377072520356823,0.6513122120693654,14.80834117837265,1.10818244884688
334,alpha_334,0.3360919245657387,0.31488430228445774,0.35783602944432924,-0.09589900436772374,0.798255965793388,3982.3067089821643,1.0014285000105376
335,alpha_335,0.053622460471478055,0.48088305260723535,0.13339138839279358,-0.9820771368662273,0.69051619724893,24.642340066675423,1.0685229824949891
336,alpha_336,-0.18271322761442363,0.46357193210060904,-0.053144231954388374,-0.9977021660139251,0.39608380201786814,3072.708487976443,1.0074198033529138
337,alpha_337,0.03439636018159412,0.2802352936776026,0.08013342858479032,-0.16489501615794386,0.337046420971386,4470.578802045496,1.0003318149272449
338,alpha_338,-0.14823249057448745,0.46391030672896705,0.00385776906234852,-0.9619122912401015,0.3961953365216556,1073.165006526206,1.0141742065544288
339,alpha_339,0.134104071279777,0.5463173722318457,0.2667511055329972,-0.961889709146833,0.7520168523552627,210.08174459171988,1.0248144292220296
340,alpha_340,-0.14979448318704303,0.4706831477528377,-0.07540015493681335,-1.0572149218367952,0.5075396720557038,14.576518614967942,1.1103563838334949
341,alpha_341,0.04596992526775204,0.40840799636521063,0.18106049649973907,-0.916714467804099,0.4353845287985083,2639.9917652005875,1.006474600714813
342,alpha_342,0.1635978187147105,0.26337441619044183,0.19488054186892995,-0.07944777361535277,0.48915913714959164,4249.6192382261015,1.002827980698045
343,alpha_343,-0.05185138479435739,0.46231795436026235,0.039740975246826744,-1.0119446975131394,0.5102021515786366,37.01728030842789,1.0517968710379282
344,alpha_344,-0.02095193663920642,0.3342601671657274,0.018261838517781147,-0.47086469421559907,0.5690068208654285,101.82877243774011,1.031419646028476
345,alpha_345,0.03825417926635574,0.3942460523328943,0.052848183725249034,-0.5874051916945804,0.6682096218175246,4240.237039472275,1.0005150506060245
346,alpha_346,-0.08171290205167335,0.4715881800509757,0.053596195245124406,-0.9646188501757282,0.4582412392207776,451.20687653788906,1.0171541671706505
347,alpha_347,-0.21915343599574125,0.36781170485380316,-0.15512360542265147,-0.9749081337571559,0.24496975991395623,37.42444275928446,1.050864272704985
348,alpha_348,-0.012652350611044893,0.49235093071534275,0.12291303648857196,-0.9777162708430164,0.5561598293486869,104.30458570973255,1.0286069453126692
349,alpha_349,0.428400685510886,0.35450901790266726,0.4508980048621022,0.037436160569058755,0.9327975274550322,3952.3157306106827,1.005241684139658
350,alpha_350,-0.10634671784092942,0.43424201400282786,-0.05995414042840233,-0.7423696920880699,0.7286747178822668,33.146144424290114,1.0552353642156265
351,alpha_351,0.008215189754449927,0.39484372335562573,0.06291316159600269,-0.6446139940206753,0.6477608565369625,9.951408582648003,1.165397916310365
352,alpha_352,-0.0889408708941209,0.46348178570779097,0.03871587237712138,-0.9506901674512126,0.45812657994670636,32.99395455252736,1.0544828077740023
353,alpha_353,-0.30036611221699394,0.4353207168969771,-0.22133267513482657,-1.0673713432008216,0.3215017016787121,46.1590453793278,1.04602081696367
354,alpha_354,-0.16814680186294637,0.4324494053393656,-0.11257218293245536,-1.021595904998979,0.45860608615426596,40.715905429909675,1.0492719191606146
355,alpha_355,-0.054063656297595776,0.4544428689262317,0.0452654813262502,-0.9737950403059586,0.4969593993867572,118.52314693952131,1.0282572660708318
356,alpha_356,-0.2707444758664924,0.4264117946722956,-0.16579421292260021,-0.9836057091591486,0.2908948956527257,30.667662719137866,1.0581654253779211
357,alpha_357,-0.10067612293005519,0.447341237744976,-0.05732148180701125,-0.7924678008212962,0.7217732837216922,16.031350309444967,1.0978632958114687
358,alpha_358,0.10613560539022493,0.44669038916323606,0.12007082032690508,-0.4967824957260552,0.8870488377290846,12.944609648462384,1.1245544464677366
359,alpha_359,0.1875963384790638,0.3046696560221758,0.24553730936138063,-0.00396338394942712,0.5070040810774098,3578.6744573270867,1.0079304788812986
360,alpha_360,-0.04173407662202407,0.43205931325932756,0.0032103255724022593,-0.6759548966803971,0.7802056739011025,60.27212816018073,1.0350336969625822
361,alpha_361,-0.02127887410137558,0.4022119135901077,0.028554132087426753,-0.6983936997781919,0.671917875660785,16.47327883402815,1.1000247695466052
362,alpha_362,-0.08890255580465306,0.39482758812049834,-0.030030336996271154,-0.9255894348702344,0.46766596229552665,427.3761975848208,1.020070718492154
363,alpha_363,0.11238912529886097,0.3771251131259667,0.1578419991713231,-0.3359178729521271,0.6902384611511869,136.29230090157202,1.0244969147683862
364,alpha_364,0.21676992152329136,0.2899985801515785,0.2149229226000311,-0.20166459672367662,0.6884486044212389,155.15283591818852,1.023649386516776
365,alpha_365,0.3294720651960623,0.23908576828871586,0.36071081067936717,0.1397876582230491,0.5808116661479072,3900.5656100560236,1.0028668329134585
366,alpha_366,-0.0793246604244979,0.4572049633922854,-0.0008252894592894518,-1.0427779119522491,0.5009407137239625,57.62912059686592,1.039592278265017
367,alpha_367,0.30618065989280674,0.4000798378066843,0.34712890617708503,-0.21464167334351816,0.9370454500897777,67.17764839954805,1.0357680579046515
368,alpha_368,-0.3637448900579182,0.4482091343466064,-0.32743255164819535,-1.1735476907450422,0.3149082290571391,14.444219413304923,1.1104607405014824
369,alpha_369,0.10627837376498477,0.3801682676134422,0.11774053769391775,-0.5155402820660023,0.6906063123361773,4523.511261584341,1.0003268928245785
370,alpha_370,0.027966738689110683,0.4025240919701007,0.08226212644950126,-0.4940367377452145,0.7634929679573896,244.95377269434897,1.0208234028761602
371,alpha_371,-0.16406419914729278,0.4032561692459868,-0.06687866499688858,-0.95882303404223,0.3134836048177872,3133.141709805997,1.0100070909243446
372,alpha_372,-0.1366951859395885,0.41322735808484146,-0.06909152779680006,-1.0067727874073,0.39981424487951095,49.627214719022284,1.0468941043875148
373,alpha_373,0.10342266572865916,0.32001370695008385,0.1316885756520177,-0.2907198348383505,0.6260163433308,12.660017114284909,1.1282268644558642
374,alpha_374,-0.10201314158451692,0.34343818619846633,-0.06813208232308249,-0.6480400013975905,0.5179449866759767,16.4628343300899,1.1009776917607896
375,alpha_375,-0.1000929382687705,0.3439426886104851,-0.01710013052629787,-0.8918951683839815,0.2991758091045959,30.481027529446774,1.0596957955755784
376,alpha_376,-0.09595081419982372,0.3827085069565919,-0.04213382876613703,-0.6255826232073634,0.5761769996658545,66.40512064160843,1.0360675825094419
377,alpha_377,-0.028499961529554488,0.4467583646051307,0.01629598626437303,-0.6888375306023772,0.795751327169322,61.999503894664834,1.0411129896300984
378,alpha_378,0.07841550949023557,0.3948401589961569,0.19396734323599343,-0.8541693401641282,0.4914273310643258,2921.9703864205535,1.0058248549942086
379,alpha_379,-0.048880655862176,0.36256563258626157,-0.026758107143261847,-0.6005716141909525,0.5152325472740241,20.73560979893404,1.07857465328834
380,alpha_380,-0.22950322142815613,0.37599413370319507,-0.20951671250224702,-0.7755858767404894,0.4196642981715884,49.80588912234229,1.0388262966610495
381,alpha_381,0.1918910881298825,0.3795144977839049,0.1988225866390928,-0.40381997423204985,0.7806645132332218,4250.231416801772,1.0006948032069278
382,alpha_382,-0.05510091062064188,0.39967301951763085,0.009224416775418336,-0.9695283678999258,0.4432243041417327,161.2736159141183,1.0257728401394839
383,alpha_383,0.014509862898505622,0.44997109111466793,0.06989714315481199,-0.6708477589644563,0.7912524901754215,116.39160474606008,1.0279656991518356
384,alpha_384,-0.259074717897443,0.44213300742897943,-0.24382533704110163,-0.9742868842907342,0.5069334379049257,10.83708318494784,1.1449940593692265
385,alpha_385,-0.09785676768606527,0.47489318930258473,-0.00037262851028666704,-1.0196916997292496,0.5058579144196433,32.090304981408345,1.0582321175068952
386,alpha_386,0.0736460024185548,0.38574775768714764,0.0827739200328554,-0.5127428812192215,0.7049313300715581,3975.708741011466,1.000217450329721
387,alpha_387,0.2701950333303077,0.2582594314946575,0.3019728588045071,0.010753258008976311,0.5698557149916873,2199.875131591799,1.0100083581710921
388,alpha_388,-0.1695229548530888,0.4825156522575777,-0.14288067387221656,-1.0144516775667398,0.6324688749017675,8.880267117470854,1.1921618816233799
